ID,Name,Value,Wage
214030,C. Rentería,€750K,€1K
163342,S. Cox,€475K,€3K
110606,A. Mannus,€70K,€1K
242958,P. Jaeckel,€825K,€1K
244238,J. Bijol,€900K,€1K
244750,Z. Kozulj,€700K,€2K
184334,Song Jin Hyung,€500K,€2K
221711,C. Duvall,€525K,€2K
231951,R. Williams,€850K,€10K
243983,M. Naamani,€525K,€7K
199440,M. Gollner,€500K,€4K
205072,D. Pedersen,€600K,€1K
224528,O. Berber,€550K,€4K
192528,Steven Vitória,€375K,€2K
202769,B. Stokke,€575K,€4K
204817,M. Ospitalieri,€525K,€2K
207633,J. Haugaard,€500K,€8K
212753,S. Mauk,€800K,€2K
220433,Óscar Whalley,€525K,€2K
167697,S. O'Donnell,€400K,€1K
244497,Marquinhos Cipriano,€1.2M,€1K
205586,I. Vassell,€700K,€7K
213778,T. Lehne Olsen,€625K,€2K
228882,S. Pontisso,€950K,€5K
230418,Henrique Jardinel,€400K,€4K
242194,C. Almeida,€425K,€3K
211987,R. Yalçın,€650K,€3K
223763,S. Jhingan,€0,€0
227859,Jeong Hyun Cheol,€675K,€2K
242195,M. McKenzie,€900K,€1K
183827,J. Deumeland,€350K,€1K
239380,N. Lang,€950K,€3K
216597,V. Vries,€450K,€1K
237333,L. Verstraete,€925K,€3K
245013,J. Jigauri,€675K,€2K
188181,D. Moxey,€300K,€3K
202518,C. Wernitznig,€550K,€4K
149270,C. Valeri,€220K,€3K
219158,M. Mosquera,€550K,€1K
239894,R. Kouamé,€925K,€6K
200471,D. Chima Chukwu,€625K,€2K
203287,E. Harrison,€650K,€3K
207895,T. Wendel,€425K,€1K
212247,O. Schnitzler,€550K,€1K
213271,A. Coly,€550K,€1K
228375,M. Vera,€725K,€2K
169495,R. De Vita,€500K,€2K
212248,F. Lohkemper,€775K,€4K
228632,M. Ajani,€675K,€1K
172568,M. Lund Nielsen,€500K,€2K
239128,T. Mpati,€525K,€4K
245528,Edu Espiau,€750K,€3K
200217,H. Acosta,€525K,€6K
209177,T. Bu Haymid,€400K,€5K
229657,D. Mikanović,€625K,€3K
241689,R. Massimo,€1.1M,€4K
189721,A. Smárason,€525K,€2K
191257,S. Brandy,€350K,€4K
210970,B. Adjei-Boateng,€725K,€2K
215066,F. Milo,€550K,€4K
157978,K. Cissé,€160K,€1K
229402,D. Castillo,€450K,€1K
235546,A. Krešić,€750K,€5K
240922,Escriche,€875K,€5K
206107,E. Ataseven,€600K,€4K
211227,M. Kopczyński,€550K,€3K
181787,Mao Jianqing,€475K,€4K
190235,J. Clarke,€525K,€3K
204316,Pak Kwang Ryong,€650K,€5K
205596,J. Husband,€600K,€6K
191260,A. Al Zori,€400K,€6K
194076,Airam,€525K,€2K
200989,M. Schulze Niehues,€375K,€1K
246045,P. De la Vega,€1.1M,€3K
207646,P. Sweeney,€575K,€3K
207902,P. Tuszyński,€550K,€2K
214046,J. Mosquera,€550K,€1K
223007,M. Coppolaro,€1.1M,€4K
228639,R. Mmaee,€850K,€4K
232991,S. Inagaki,€650K,€3K
243231,E. Mwepu,€925K,€6K
243743,F. Viteritti,€650K,€1K
185119,A. Dyer,€525K,€2K
207904,M. Mak,€575K,€3K
208417,Bae Il Hwan,€525K,€2K
212513,H. Adelakun,€950K,€9K
223265,M. Devlin,€625K,€2K
232225,J. Serra,€1.1M,€3K
170785,G. Faivre,€325K,€3K
202787,K. Ellis,€500K,€2K
165667,L. Janoszka,€475K,€2K
245795,P. Azango,€850K,€4K
204324,M. Kennedy,€750K,€2K
208676,N. Fitzgerald,€575K,€3K
231972,M. Kudo,€550K,€4K
237348,N. Busch Thor,€300K,€1K
202533,M. Harriman,€550K,€2K
228645,L. Görtler,€750K,€5K
175141,D. Ovono,€130K,€1K
243237,L. Pellegrini,€1M,€5K
202534,K. Larsen,€625K,€2K
137510,A. Kruiswijk,€210K,€4K
157734,A. Jaakkola,€325K,€6K
233510,T. Chong,€1.1M,€13K
245030,P. Alvarenga,€525K,€4K
189734,M. Pascali,€70K,€1K
138279,L. Dyer,€240K,€2K
203815,P. Delecroix,€425K,€2K
209447,E. Hooi,€575K,€3K
203048,J. Riley,€525K,€3K
211240,J. López,€575K,€2K
227880,C. Stokes,€500K,€4K
231976,J. Campbell,€600K,€2K
244008,Marcão,€600K,€2K
244520,D. Mungo,€650K,€1K
188968,G. Marinelli,€425K,€3K
209961,G. Wegkamp,€725K,€1K
224297,A. Gersbach,€750K,€1K
236585,You Ju An,€775K,€1K
107305,M. Tacalfred,€70K,€1K
244521,I. Durmuş,€700K,€3K
246057,J. Méndez,€0,€0
214314,A. Otero,€220K,€1K
236586,Kim Jin Ya,€975K,€1K
186922,D. Christensen,€400K,€3K
206635,N. DeLeon,€450K,€2K
207659,L. Grozurek,€625K,€5K
214315,L. Narváez,€220K,€1K
170027,R. McArdle,€375K,€3K
236843,J. Pérez,€1.2M,€2K
239403,Loureiro,€675K,€2K
244523,Javi Hernández,€1.1M,€18K
197932,K. Appiah,€575K,€3K
205868,R. Kirilov,€0,€0
224300,H. Matynia,€650K,€2K
243756,Fran Gámez,€525K,€2K
209965,O. Ademi,€650K,€3K
152621,J. Bjørdal,€300K,€4K
183597,A. Stolz,€220K,€6K
205870,Borja García,€500K,€2K
219950,N. Sonko Sundberg,€650K,€1K
224046,T. Božić,€400K,€1K
238126,Guridi,€775K,€6K
240942,Fabio González,€700K,€2K
190254,W. Thomas,€475K,€4K
241967,M. Costly,€750K,€4K
223792,T. Knoflach,€550K,€3K
225072,Z. Vyner,€650K,€7K
233520,B. Atik,€750K,€5K
235568,L. Goujon,€825K,€2K
213553,M. Ferrier,€725K,€2K
214065,H. Salinas,€550K,€1K
232753,K. Nakamachi,€300K,€2K
243249,J. Ekkelenkamp,€950K,€2K
246065,L. Haquin,€0,€0
193073,L. Legge,€220K,€4K
197170,K. Harris,€675K,€11K
214578,S. Avellaneda,€450K,€1K
236850,F. Ávila,€725K,€1K
181298,M. Almebäck,€400K,€2K
225075,J. Günther-Schmidt,€775K,€6K
231219,B. Rivero,€750K,€4K
242739,L. Argudo,€750K,€2K
183347,J. Leutwiler,€375K,€8K
214836,J. Ortiz,€575K,€3K
238900,E. Demirović,€1.2M,€5K
242228,H. Petryk,€650K,€3K
189492,S. O'Keefe,€550K,€11K
221493,Woo Ju Sung,€550K,€2K
244789,A. Čermák,€750K,€1K
189237,E. Schreiner,€400K,€4K
240694,A. Ba,€1M,€1K
244790,U. Moses Ekpai,€800K,€1K
184630,L. Daniels,€350K,€8K
201527,R. Laursen,€550K,€3K
228151,J. Cullen,€850K,€14K
229175,N. Kijewski,€675K,€2K
237368,B. Passi,€825K,€4K
239928,T. Müller,€600K,€3K
244792,R. Procházka,€425K,€1K
138297,A. Alvarez,€325K,€2K
211001,Alex Vallejo,€575K,€2K
219449,M. Pepić,€750K,€1K
234553,Matheus Jesus,€825K,€2K
239417,M. Gebers,€300K,€1K
187193,E. Pimentel,€450K,€13K
224570,A. Jackson-Hamel,€725K,€2K
230458,Paulito Zanon,€475K,€5K
232250,L. Amos,€1.2M,€13K
242490,S. Gomez,€850K,€1K
204091,Omar Santana,€575K,€1K
206139,Y. M'Bone,€600K,€2K
210747,Salva Ruíz,€600K,€2K
214587,J. Deschamps,€220K,€1K
241467,F. Feuillassier,€1.2M,€23K
181307,P. Haglund,€475K,€1K
192315,Henrique,€325K,€2K
204860,K. Hemmings,€650K,€6K
214588,P. Jerez,€350K,€1K
231484,W. Ponce,€1.1M,€1K
237116,K. Ford,€725K,€2K
182844,R. Grzyb,€130K,€2K
186172,G. Gunning,€450K,€4K
204349,I. Šehić,€425K,€3K
206653,B. Potts,€725K,€3K
17725,A. Hughes,€70K,€2K
192317,J. Steer,€525K,€4K
208958,K. Sharahili,€325K,€5K
221502,J. Hamilton,€775K,€2K
200255,J. Reimerink,€550K,€1K
205887,C. Woodrow,€775K,€12K
206399,D. Georgievski,€400K,€1K
226879,L. Escalante,€575K,€1K
231743,K. Davis,€950K,€4K
229440,V. Morales,€525K,€1K
231488,M. Omoh,€575K,€2K
239936,N. Guerra,€1M,€2K
193344,P. Schürpf,€550K,€4K
165185,C. Davies,€425K,€6K
231489,A. Keita,€325K,€1K
243521,I. Erquiaga,€750K,€3K
212546,M. Abena,€575K,€2K
213314,Ham Seok Min,€550K,€1K
219458,D. Wheeler,€575K,€3K
199491,Fran García,€550K,€2K
216387,S. Sané,€675K,€3K
232003,M. Solís,€130K,€1K
237635,F. Pick,€800K,€2K
244547,D. Merelli,€550K,€1K
217156,Zhang Lie,€70K,€2K
226628,E. Šipović,€500K,€5K
202053,R. Miyaichi,€675K,€5K
203845,L. Burnet,€450K,€2K
204101,C. Bickel,€575K,€1K
227909,J. McCarthy,€525K,€2K
237893,T. Dekker,€650K,€2K
240453,S. Niakaté,€1M,€2K
244037,D. Marcandella,€850K,€1K
180293,Park Won Jae,€150K,€3K
224070,N. Ioannidis,€700K,€3K
239686,A. Barylla,€675K,€1K
245062,J. González,€575K,€3K
188230,G. Treand,€425K,€2K
221511,E. Markkanen,€650K,€2K
163143,A. McCormack,€160K,€3K
230983,M. Firenze,€650K,€1K
239431,I. Maela,€550K,€1K
243015,L. Romo,€675K,€2K
217160,Peng Xinli,€625K,€3K
221768,J. Zwischenbrugger,€450K,€4K
239944,R. Taylor,€750K,€1K
193608,O. Clarke,€575K,€3K
203849,C. Cropper,€500K,€2K
211785,B. Garuccio,€650K,€2K
235849,M. Fofana,€1.1M,€1K
239945,F. Beltrán,€875K,€7K
240969,J. Carranza,€1.1M,€2K
226122,J. Arias,€725K,€2K
231498,D. Bergqvist,€600K,€2K
200779,J. Clarke-Harris,€725K,€3K
223819,Juan Cámara,€725K,€1K
226123,H. Da Campo,€750K,€4K
238923,R. Scheu,€750K,€1K
200780,G. Bigirimana,€700K,€2K
209740,E. Hajri,€120K,€2K
107084,M. Langer,€270K,€5K
199245,G. Allison,€425K,€5K
200525,S. Walker,€475K,€6K
206157,L. Olum,€220K,€2K
214093,C. Giraldo,€70K,€1K
224589,G. Cros,€600K,€1K
232269,Heo Yong Joon,€675K,€2K
241741,A. Ouahim,€925K,€1K
183885,K. Walker,€525K,€2K
224590,J. Benet,€775K,€2K
226382,L. Villarruel,€500K,€3K
239438,T. Hadebe,€750K,€1K
244046,Patrick,€725K,€2K
219471,C. Diedhiou,€400K,€3K
219727,L. Pérez,€550K,€1K
230223,Sidnei Dalmeira,€400K,€4K
245583,Alfred,€750K,€2K
223056,Álvaro Bustos,€750K,€3K
227920,I. Azzaoui,€975K,€7K
235856,Y. Marillat,€525K,€1K
246608,Fidalgo,€875K,€20K
232785,C. Togashi,€725K,€2K
240465,Roger Figueras,€775K,€2K
246098,Vítor Tormena,€625K,€2K
189010,S. Matuszek,€425K,€2K
203347,E. Tønne,€575K,€1K
204883,B. Samba,€500K,€4K
214099,M. Aaquist,€750K,€4K
225363,Rúben Lameiras,€750K,€3K
233043,A. Hinestroza,€425K,€1K
193875,J. Hingert,€450K,€2K
210772,P. Drewes,€525K,€2K
148564,S. Peszko,€325K,€3K
240212,D. Petković,€475K,€2K
181844,Wang Xiaolong,€425K,€6K
189780,E. Pezzi,€425K,€1K
208983,O. Hein,€425K,€3K
235095,E. Serje,€650K,€1K
239703,M. Biankadi,€750K,€1K
118359,L. Miller,€250K,€2K
208984,J. Müller,€550K,€2K
223320,C. Alkılıç,€400K,€4K
238936,M. Kleinsorge,€725K,€1K
215129,M. Dávila,€625K,€1K
225625,K. Vincent-Young,€700K,€3K
240729,L. Rajot,€775K,€1K
199002,M. Amini,€700K,€4K
213338,J. Ring,€575K,€2K
214362,C. Palomeque,€675K,€1K
221018,T. Rehfeldt,€600K,€1K
231514,R. Gojani,€675K,€2K
245850,I. Traoré,€525K,€1K
213595,F. Sánchez,€210K,€1K
225883,S. Torrizales,€0,€0
234587,J. Leiva,€675K,€2K
175963,T. Röttger,€425K,€2K
244827,A. Duarte,€525K,€2K
181339,K. Ceesay,€400K,€1K
183643,L. Königshofer,€375K,€1K
224348,L. Hoyos,€450K,€3K
241500,J. Murillo,€650K,€4K
244316,Luís Maximiano,€950K,€1K
181852,Han Peng,€280K,€4K
204637,J. Derstroff,€625K,€3K
214877,H. Bjørdal,€850K,€3K
162397,H. Skogseid,€400K,€1K
233053,A. Hadžiahmetović,€1M,€3K
238941,J. Balkovec,€625K,€1K
182365,J. Jones,€375K,€10K
238686,P. Sohm,€650K,€2K
239454,B. Figueroa,€850K,€3K
197983,M. Lorentzson,€220K,€2K
219743,S. Al Duayyi,€550K,€6K
224095,N. Mbemba,€625K,€4K
229727,J. Rhyner,€850K,€3K
213856,K. Wrzesiński,€675K,€1K
229472,F. Porath,€800K,€3K
231264,T. Rodríguez,€875K,€4K
179808,O. Mares,€350K,€12K
198497,M. Connolly,€575K,€3K
221793,P. Twumasi,€750K,€6K
210786,S. Al Sawadi,€675K,€5K
212066,Lee Ki Je,€525K,€2K
213090,T. Al Absi,€600K,€5K
219746,D. Torres,€550K,€1K
222306,Ding Haifeng,€525K,€4K
244834,E. Pernía,€775K,€1K
224099,L. Coyle,€700K,€8K
232291,S. Silva,€550K,€3K
237155,S. Gnaka,€900K,€1K
240227,Y. Bourhane,€825K,€1K
195427,J. Stockley,€700K,€4K
213604,I. Vásquez,€400K,€2K
219492,M. De Iriondo,€600K,€4K
241508,M. Damsgaard,€1.1M,€2K
243300,Kaká,€575K,€3K
209253,M. Blair,€525K,€3K
225381,J. Petriccione,€725K,€1K
225893,J. Sambenito,€0,€0
229733,C. Schoissengeyr,€600K,€4K
231525,L. Perdomo,€775K,€3K
238693,M. Röser,€575K,€2K
213094,S. Roux,€575K,€2K
236390,Pol Valentín,€1.1M,€2K
243558,Óscar Valentín,€725K,€2K
187494,H. Ruíz,€475K,€2K
218471,Kim Min Woo,€550K,€3K
49511,F. Kippe,€0,€1K
181095,J. Řezníček,€525K,€1K
210792,A. Al Zaqan,€575K,€7K
225128,G. Acampora,€750K,€1K
225896,J. Alondro,€0,€0
242280,L. Ferguson,€1.1M,€1K
218985,R. Augustyniak,€600K,€1K
224361,A. Cannon,€825K,€2K
169578,C. Woods,€350K,€4K
241002,E. Sabbi,€950K,€2K
189802,D. McCrory,€425K,€3K
199787,T. Öztürk,€450K,€2K
205419,De Los Reyes,€550K,€2K
213355,O. García,€650K,€1K
245099,A. Batsula,€525K,€4K
226924,R. Kerschbaum,€600K,€3K
204397,N. Bakker,€575K,€2K
217709,Raphael Silva,€575K,€2K
223085,L. Berry,€675K,€3K
229741,Mauro Cerqueira,€550K,€3K
192365,S. Bidaoui,€550K,€2K
228974,Damià,€625K,€5K
179822,H. Jele,€375K,€1K
170095,D. Jones,€350K,€5K
240751,G. Poussin,€950K,€2K
208752,R. Edwards,€600K,€3K
209264,B. Finne,€750K,€1K
205937,N. Varela,€575K,€2K
234097,R. Tarifeño,€950K,€1K
235377,Bruno Gomes,€875K,€3K
238961,M. Dombrowka,€525K,€2K
202866,N. Mezquida,€650K,€2K
235890,M. Saadane,€550K,€4K
235891,M. Fink,€425K,€4K
243571,B. Diaby,€775K,€3K
215412,C. Elder,€650K,€11K
222836,R. Ledson,€950K,€3K
229236,M. Udol,€700K,€2K
210805,A. Al Mutairi,€425K,€5K
216181,P. Tschernegg,€600K,€4K
216693,J. Duque,€500K,€1K
240501,A. Katranis,€750K,€5K
244341,Aloísio,€775K,€2K
185205,Evandro,€525K,€3K
219254,G. Castillejos,€425K,€4K
222838,B. Renneke,€550K,€1K
227446,K. van Veen,€625K,€5K
241014,N. Garmendia,€925K,€5K
188278,M. Birighitti,€425K,€3K
198007,E. Alexander,€400K,€2K
223095,F. Palacios Martínez,€750K,€6K
223607,Luis Ruiz,€550K,€2K
226679,A. Hunter,€800K,€3K
232311,L. Owusu,€675K,€2K
209784,J. Phojo,€525K,€2K
213368,L. Rougeaux,€575K,€3K
228216,O. Fisher,€450K,€2K
239224,A. Benchaib,€925K,€3K
222585,F. Fydriszewski,€725K,€5K
229753,T. Ndenge,€725K,€3K
237177,F. Flórez,€650K,€1K
241273,G. Risso Patrón,€700K,€3K
194937,T. Parkes,€475K,€3K
211322,J. Untersee,€750K,€17K
216442,D. Gabriele,€750K,€3K
221562,M. Mbaye,€775K,€4K
223866,S. Lovric,€850K,€4K
215419,C. Kerr,€675K,€2K
216699,G. Zelalem,€875K,€15K
221819,Song Boxuan,€550K,€6K
222843,Ronan,€750K,€3K
223867,A. Gruber,€750K,€5K
179579,T. Nowak,€425K,€2K
189563,S. Salviato,€400K,€1K
232316,G. Aguirre,€675K,€4K
236668,G. Rojas,€850K,€3K
243580,I. Openda,€1.1M,€3K
190588,R. Wallace,€500K,€2K
198269,J. Jervis,€650K,€3K
211581,S. O'Neill,€625K,€2K
225149,J. Butez,€550K,€2K
239997,Raul Asencio,€1.1M,€4K
211070,T. Hołota,€450K,€2K
220030,G. Paquiez,€575K,€4K
223102,F. Costa,€575K,€3K
223870,N. Aankour,€675K,€2K
237438,Erik Expósito,€875K,€3K
244350,J. Donisa,€750K,€2K
232831,Choi Kyu Baek,€625K,€1K
237183,M. Rojas,€775K,€3K
239999,Pedro Silva,€775K,€2K
244607,M. Giannikoglou,€500K,€1K
213376,J. Hanson,€825K,€3K
155264,V. Demidov,€375K,€1K
233088,G. Rehak,€525K,€4K
237184,K. Bare,€850K,€2K
208001,Paulo Otávio,€650K,€5K
223105,N. Oroz,€725K,€5K
223873,A. Walongwa,€550K,€5K
224129,T. Moore,€650K,€2K
232577,R. Yamanaka,€600K,€2K
240513,E. Hamilton,€1M,€11K
215170,R. Salinas,€475K,€4K
217730,S. Zwierschitz,€450K,€3K
224130,J. Vickers,€675K,€3K
237698,C. Gribbin,€1.2M,€11K
203139,A. Stewart,€575K,€2K
212099,S. Tronstad,€675K,€1K
158595,A. Castro,€375K,€5K
225667,C. Chaplin,€875K,€3K
163203,D. O'Dea,€375K,€2K
232067,N. Bandiera,€550K,€2K
237187,A. Figueroa,€400K,€1K
204420,J. Sternberg,€550K,€2K
221316,M. Blázquez,€500K,€1K
225668,K. Grant,€1.1M,€3K
230532,A. Al Zain,€575K,€9K
199301,Hwang Il Soo,€525K,€3K
206469,T. Fountas,€725K,€4K
211845,N. Quaschner,€700K,€4K
214917,G. Sepúlveda,€425K,€1K
216710,R. Aponzá,€525K,€1K
219782,Lei Tenglong,€525K,€4K
236678,S. Lo Faso,€1.2M,€1K
243590,João Reis,€550K,€2K
186502,G. Nijholt,€450K,€3K
187782,S. Conneely,€425K,€2K
188807,K. Conboy,€400K,€3K
200840,C. Nelson,€650K,€3K
152456,S. Brown,€270K,€3K
221576,Kwak Hae Seong,€525K,€2K
162952,M. Caranta,€40K,€2K
178312,D. Bassi,€270K,€1K
201353,J. Kempin,€450K,€2K
230793,Álvaro Traver,€675K,€3K
183945,F. Brustad,€550K,€3K
221322,E. O'Connell,€625K,€3K
233098,S. Floranus,€700K,€1K
229259,Dani Suárez,€450K,€2K
236427,S. Olsson,€875K,€1K
238475,O. Verdon,€650K,€2K
193931,T. Brown,€450K,€3K
232332,S. Ibeagha,€600K,€2K
234380,G. Modica,€525K,€2K
234636,A. Pavlović,€725K,€5K
237708,M. Sylla,€1.1M,€8K
177036,K. Guédé,€350K,€2K
186508,A. Østbø,€475K,€2K
189836,J. Mills,€425K,€4K
208781,W. Marinus,€725K,€2K
223629,S. Al Jaman,€675K,€6K
244365,I. Koneh,€725K,€2K
225678,H. Piedra,€0,€0
237198,A. Leautey,€800K,€2K
193422,T. Børven,€650K,€2K
215695,L. Nielsen,€375K,€1K
205712,Bruno Andrade,€675K,€5K
225168,V. Jacob,€725K,€2K
228240,R. Lacazette,€625K,€4K
232592,T. Nishino,€625K,€3K
236432,D. Sosa,€650K,€3K
244112,D. Kyereh,€775K,€2K
204689,I. Ouédraogo,€550K,€5K
221329,A. Smith-Brown,€700K,€3K
226705,D. Atanga,€850K,€6K
232849,R. Ogawa,€650K,€2K
238225,Olabe,€850K,€10K
240017,A. Skov Olsen,€1.1M,€2K
205202,W. Golla,€550K,€2K
223378,A. Çeviker,€500K,€4K
241810,Chumi,€1M,€11K
211859,M. Ahlschwede,€450K,€2K
216979,R. Dadashov,€650K,€2K
222611,D. Rodríguez,€850K,€4K
158867,A. Gerrard,€300K,€3K
234899,O. Franco,€700K,€2K
169619,G. Liddle,€300K,€3K
237203,C. Paredes,€1.2M,€10K
140180,M. Ogasawara,€40K,€2K
215700,L. O'Nien,€700K,€3K
219796,Einar Galilea,€675K,€5K
231828,F. Tingager,€600K,€2K
179860,R. Reid,€550K,€5K
245396,V. Supriaga,€1.1M,€1K
220821,C. Starfelt,€625K,€1K
165269,R. Boukari,€475K,€2K
244117,E. Vandenabeele,€550K,€2K
138390,D. Fox,€160K,€3K
223638,D. Boldor,€600K,€1K
140183,S. Narazaki,€40K,€1K
211095,N. Brock-Madsen,€700K,€8K
228759,K. Boto,€800K,€2K
53655,J. Bothroyd,€190K,€1K
201112,J. Słowik,€450K,€2K
203416,L. Norris,€650K,€5K
204184,D. Schmidt,€525K,€2K
205720,A. Longhi,€400K,€1K
211864,D. Dziwniel,€550K,€2K
233880,G. Fechner,€850K,€1K
172952,T. Diagouraga,€475K,€4K
200601,Yoon Bit Garam,€525K,€1K
235161,J. Maja,€1.2M,€2K
203930,O. Cissé,€500K,€4K
140442,A. Butler,€160K,€3K
220314,O. Marciano,€450K,€2K
210843,H. Kadish,€550K,€8K
213147,J. Allen,€825K,€3K
228763,G. Melkadze,€850K,€1K
232859,K. Hashimoto,€700K,€3K
222620,Hu Rentian,€575K,€4K
233884,C. Pickel,€1.1M,€3K
246172,S. Chukwueze,€1.2M,€4K
190620,D. Andrew,€450K,€3K
217502,A. Kofler,€325K,€3K
222878,T. Walker,€875K,€10K
237726,N. Venema,€950K,€3K
209567,R. Sufyani,€475K,€6K
155551,J. Borring,€325K,€3K
221599,N. Nyauza,€425K,€1K
230303,Marcelo Vildeia,€280K,€8K
235167,V. Janelt,€925K,€4K
243615,L. Nieuwpoort,€600K,€2K
241312,Hu Jinghang,€825K,€4K
242336,Aguado,€900K,€2K
177568,A. Raineau,€300K,€2K
183712,S. Mölders,€350K,€3K
155041,C. Mackail-Smith,€280K,€3K
182689,A. Power,€400K,€2K
224930,A. Sabbione,€625K,€1K
201891,D. Tadić,€550K,€3K
215459,G. Karlen,€700K,€3K
216227,K. Jackson,€700K,€3K
152483,G. Zakuani,€300K,€2K
219555,J. Mezú,€550K,€1K
224163,A. Verschueren,€600K,€2K
232611,K. Miyahara,€700K,€2K
236196,Nito Carbelho,€600K,€8K
239268,N. Manzambi,€1.2M,€5K
53412,A. Ferdinand,€220K,€2K
193956,B. Pringle,€525K,€4K
202661,D. Boysen,€575K,€2K
144037,G. Kusunga,€400K,€2K
216485,A. Tshibola,€700K,€5K
223653,C. Jopia,€525K,€1K
208294,Francisco Júnior,€650K,€1K
208806,M. Fox,€575K,€6K
228518,A. Hanche-Olsen,€700K,€1K
138151,J. Welsh,€160K,€3K
223143,U. Garcia,€650K,€4K
232871,Gao Zhunyi,€725K,€3K
241831,M. Hildebrandt,€425K,€2K
180903,J. O'Shea,€525K,€5K
243624,J. Thomassen,€700K,€3K
186536,B. Shea,€550K,€2K
202921,J. Gleeson,€425K,€2K
205225,M. Akça,€450K,€4K
214185,S. Romero,€550K,€1K
236457,D. Giannoulis,€0,€0
163754,D. Mirfin,€220K,€5K
234154,C. Martinez,€725K,€2K
182442,M. Nichols,€525K,€2K
187818,A. Borysiuk,€550K,€2K
215211,B. Cargill,€825K,€3K
237739,R. Shindo,€625K,€1K
243627,Y. Adli,€1.1M,€7K
200876,G. Gigliotti,€500K,€1K
208812,M. Benning,€575K,€4K
234668,F. Ananou,€725K,€4K
200877,M. Scavone,€475K,€10K
237997,U. Antuna,€875K,€2K
230574,G. Carpani,€700K,€1K
208303,Bae Seul Gi,€220K,€2K
216751,D. Bejarano,€0,€0
155567,P. Nymann,€120K,€2K
222639,R. Ramírez,€675K,€2K
224175,M. de Fockert,€550K,€1K
199088,Wang Gang,€400K,€4K
236464,J. Ngoy,€1.1M,€9K
184753,S. Madden,€400K,€1K
225202,Carlos Nieto,€625K,€2K
